nom_reservatorioee;ena_data;ena_bruta_ree_mwmed;ena_bruta_ree_percentualmlt;ena_armazenavel_ree_mwmed;ena_armazenavel_ree_percentualmlt
IGUACU;2022-06-24;6305.9310000000005;121.7907;6278.647;121.2638
ITAIPU;2022-06-24;3352.5231480000007;92.8417;3352.5231480000007;92.8417
MADEIRA;2022-06-24;3452.055;56.6131;3391.468;55.6195
MANAUS-AMAPA;2022-06-24;1584.446;109.8836;970.7299999999999;67.3215
NORDESTE;2022-06-24;2927.6420000000003;63.503;2901.186;62.9291
NORTE;2022-06-24;2594.85;58.7225;2594.85;58.7225
PARANA;2022-06-24;10275.128367999998;66.6237;10250.561367999997;66.4644
PARANAPANEMA;2022-06-24;1747.197484;67.6726;1737.2814839999999;67.2885
SUDESTE;2022-06-24;2627.063;73.8;2574.792;72.3316
SUL;2022-06-24;38060.594999999994;730.2805;6373.140000000001;122.2834
TELES PIRES;2022-06-24;1177.362;84.7765;1166.027;83.9603
BELO MONTE;2022-06-25;2697.3559999999998;56.165;2656.388;55.312
IGUACU;2022-06-25;5971.542;115.3324;5858.542;113.15
ITAIPU;2022-06-25;3199.908036;88.6153;3199.908036;88.6153
MADEIRA;2022-06-25;3306.367;54.2238;3230.507;52.9797
MANAUS-AMAPA;2022-06-25;1619.895;112.342;1000.413;69.3801
NORDESTE;2022-06-25;2904.01;62.9904;2882.56;62.5251
NORTE;2022-06-25;2518.9939999999997;57.0058;2518.9939999999997;57.0058
PARANA;2022-06-25;10193.884912000005;66.0969;10172.452912000004;65.9579
PARANAPANEMA;2022-06-25;1632.212052;63.2189;1600.7920520000002;62.002
SUDESTE;2022-06-25;2608.5099999999998;73.2788;2555.7140000000004;71.7956
SUL;2022-06-25;32992.979;633.0466;8292.297;159.1069
TELES PIRES;2022-06-25;1162.723;83.7224;884.028;63.6549
BELO MONTE;2022-06-26;2586.5699999999997;53.8582;2552.6539999999995;53.152
IGUACU;2022-06-26;5428.204;104.8386;5377.281;103.8551
ITAIPU;2022-06-26;3036.557212;84.0916;3036.557212;84.0916
MADEIRA;2022-06-26;3150.282;51.6641;2656.223;43.5616
MANAUS-AMAPA;2022-06-26;1610.8900000000003;111.7175;826.3;57.3051
NORDESTE;2022-06-26;2887.634;62.6351;2864.754;62.1389
NORTE;2022-06-26;2469.984;55.8967;2469.984;55.8967
PARANA;2022-06-26;10099.460027999998;65.4846;10070.808027999998;65.2989
PARANAPANEMA;2022-06-26;1540.33776;59.6605;1513.0197599999997;58.6024
SUDESTE;2022-06-26;2599.5120000000006;73.026;2544.1240000000007;71.47
SUL;2022-06-26;25554.158;490.3156;12808.715;245.7648
TELES PIRES;2022-06-26;1073.3899999999999;77.29;848.656;61.1079
BELO MONTE;2022-06-27;2488.629;51.8188;2454.713;51.1126
IGUACU;2022-06-27;4931.628;95.2479;4931.628;95.2479
ITAIPU;2022-06-27;2926.0244519999997;81.0306;2926.0244519999997;81.0306
MADEIRA;2022-06-27;3026.096;49.6274;2798.081;45.888
MANAUS-AMAPA;2022-06-27;1577.149;109.3776;998.318;69.2348
NORDESTE;2022-06-27;2882.5969999999998;62.5259;2860.432;62.0451
NORTE;2022-06-27;2423.1259999999997;54.8363;2423.1259999999997;54.8363
PARANA;2022-06-27;9970.319656000003;64.6473;9949.623656000003;64.5131
PARANAPANEMA;2022-06-27;1478.4018919999999;57.2616;1464.1428919999998;56.7093
SUDESTE;2022-06-27;2586.84;72.67;2529.014;71.0455
SUL;2022-06-27;19589.530000000002;375.8704;10515.987000000001;201.7735
TELES PIRES;2022-06-27;960.116;69.1336;774.7850000000001;55.7888
BELO MONTE;2022-06-28;2400.578;49.9854;2366.6620000000003;49.2792
IGUACU;2022-06-28;4540.034;87.6848;4540.034;87.6848
ITAIPU;2022-06-28;2833.5108879999993;78.4687;2833.5108879999993;78.4687
MADEIRA;2022-06-28;2936.322;48.1551;2873.8250000000003;47.1302
MANAUS-AMAPA;2022-06-28;1543.8200000000002;107.0661;818.4100000000001;56.7579
NORDESTE;2022-06-28;2882.2480000000005;62.5183;2860.0830000000005;62.0375
NORTE;2022-06-28;2371.475;53.6674;2371.475;53.6674
PARANA;2022-06-28;9823.388364000004;63.6946;9810.094364000004;63.6084
PARANAPANEMA;2022-06-28;1406.9377479999998;54.4936;1392.677748;53.9413
SUDESTE;2022-06-28;2568.6209999999996;72.1582;2508.024;70.4559
SUL;2022-06-28;15206.109;291.7643;9271.735999999997;177.8997
TELES PIRES;2022-06-28;879.3570000000001;63.3185;869.701;62.6232
BELO MONTE;2022-06-29;2329.742;48.5105;2295.827;47.8043
IGUACU;2022-06-29;4222.5160000000005;81.5523;4222.516;81.5523
ITAIPU;2022-06-29;2752.0506;76.2128;2752.0506;76.2128
MADEIRA;2022-06-29;2863.807;46.9659;2836.0020000000004;46.5099
MANAUS-AMAPA;2022-06-29;1515.148;105.0777;845.418;58.631
NORDESTE;2022-06-29;2885.158;62.5814;2875.1479999999997;62.3643
NORTE;2022-06-29;2325.379;52.6242;2325.379;52.6242
PARANA;2022-06-29;9697.311816000001;62.8771;9683.315816000002;62.7864
PARANAPANEMA;2022-06-29;1354.804584;52.4744;1332.2565839999997;51.6011
SUDESTE;2022-06-29;2542.4139999999993;71.422;2485.607;69.8261
SUL;2022-06-29;12961.207;248.6907;7719.807999999998;148.1224
TELES PIRES;2022-06-29;873.9849999999999;62.9317;869.852;62.6341
BELO MONTE;2022-06-30;2253.698;46.9271;2219.782;46.2208
IGUACU;2022-06-30;3963.8830000000007;76.5572;3963.8830000000007;76.5572
ITAIPU;2022-06-30;2678.7445359999997;74.1827;2678.7445359999997;74.1827
MADEIRA;2022-06-30;2811.445;46.1072;2784.509;45.6654
MANAUS-AMAPA;2022-06-30;1527.7210000000002;105.9496;862.6179999999999;59.8238
NORDESTE;2022-06-30;2892.159;62.7333;2874.9990000000003;62.3611
NORTE;2022-06-30;2286.664;51.7481;2286.664;51.7481
PARANA;2022-06-30;9519.978675999999;61.7273;9508.219675999999;61.651
PARANAPANEMA;2022-06-30;1341.3557879999998;51.9535;1327.0967879999998;51.4012
SUDESTE;2022-06-30;2525.1220000000003;70.9362;2469.7360000000003;69.3803
SUL;2022-06-30;11268.414000000002;216.2106;7128.455000000001;136.7759
TELES PIRES;2022-06-30;939.384;67.6408;939.384;67.6408
BELO MONTE;2022-07-01;2086.452;128.3914;2054.215;126.4076
IGUACU;2022-07-01;3730.569;75.8369;3730.569;75.8369
ITAIPU;2022-07-01;2647.66424;85.216;2647.66424;85.216
MADEIRA;2022-07-01;2769.752;71.4887;2741.0779999999995;70.7486
MANAUS-AMAPA;2022-07-01;1546.2410000000002;150.3767;872.807;84.8832
NORDESTE;2022-07-01;2901.66;76.3897;2883.07;75.9003
NORTE;2022-07-01;2249.7889999999998;86.7701;2249.7889999999998;86.7701
PARANA;2022-07-01;9401.395420000003;74.9498;9387.428420000002;74.8384
PARANAPANEMA;2022-07-01;1330.6703400000001;58.5649;1316.4123399999999;57.9373
SUDESTE;2022-07-01;2514.8860000000004;86.0482;2458.406;84.1157
SUL;2022-07-01;9693.902;162.2962;7343.514000000001;122.9458
TELES PIRES;2022-07-01;992.9649999999999;98.4608;992.9649999999999;98.4608
BELO MONTE;2022-07-02;1996.3210000000001;122.8451;1962.4050000000002;120.758
IGUACU;2022-07-02;3488.2690000000002;70.9113;3488.2690000000002;70.9113
ITAIPU;2022-07-02;2603.072108;83.7807;2603.072108;83.7807
MADEIRA;2022-07-02;2701.433;69.7253;2675.366;69.0525
MANAUS-AMAPA;2022-07-02;1538.244;149.5989;956.995;93.0707
NORDESTE;2022-07-02;2907.641;76.5472;2894.056;76.1895
NORTE;2022-07-02;2223.968;85.7743;2223.968;85.7743
PARANA;2022-07-02;9276.643200000002;73.9552;9254.157200000003;73.7759
PARANAPANEMA;2022-07-02;1307.610692;57.55;1293.351692;56.9224
SUDESTE;2022-07-02;2488.656;85.1507;2428.1319999999996;83.0798
SUL;2022-07-02;8534.485000000002;142.8851;7075.493;118.4585
TELES PIRES;2022-07-02;999.712;99.1299;999.712;99.1299
BELO MONTE;2022-07-03;1889.548;116.2747;1855.632;114.1877
IGUACU;2022-07-03;3284.535;66.7697;3204.5280000000002;65.1433
ITAIPU;2022-07-03;2570.9571680000004;82.7471;2570.9571680000004;82.7471
MADEIRA;2022-07-03;2609.659;67.3566;2581.855;66.639
MANAUS-AMAPA;2022-07-03;1501.5330000000004;146.0287;933.193;90.7559
NORDESTE;2022-07-03;2904.22;76.4571;2894.21;76.1936
NORTE;2022-07-03;2187.048;84.3503;2187.048;84.3503
PARANA;2022-07-03;9187.064656000002;73.2411;9168.609656000002;73.0939
PARANAPANEMA;2022-07-03;1259.505176;55.4328;1232.1891759999999;54.2305
SUDESTE;2022-07-03;2478.369;84.7987;2413.9350000000004;82.5941
SUL;2022-07-03;7613.801;127.4709;5929.309;99.269
TELES PIRES;2022-07-03;942.409;93.4478;937.875;92.9982
BELO MONTE;2022-07-04;1829.792;112.5976;1795.877;110.5106
IGUACU;2022-07-04;3101.2760000000003;63.0443;3101.2760000000003;63.0443
ITAIPU;2022-07-04;2522.4313399999996;81.1853;2522.4313399999996;81.1853
MADEIRA;2022-07-04;2514.832;64.9091;2485.2889999999998;64.1466
MANAUS-AMAPA;2022-07-04;1467.532;142.722;954.1679999999999;92.7958
NORDESTE;2022-07-04;2895.8799999999997;76.2375;2873.7149999999997;75.654
NORTE;2022-07-04;2165.1;83.5038;2165.1;83.5038
PARANA;2022-07-04;9108.227132000002;72.6126;9093.892132;72.4983
PARANAPANEMA;2022-07-04;1221.1605279999999;53.7452;1207.362528;53.1379
SUDESTE;2022-07-04;2435.755;83.3407;2378.647;81.3867
SUL;2022-07-04;7006.614999999998;117.3054;5673.566;94.9874
TELES PIRES;2022-07-04;887.561;88.0091;887.561;88.0091
BELO MONTE;2022-07-05;1771.991;109.0408;1738.075;106.9537
IGUACU;2022-07-05;2949.0499999999997;59.9498;2949.05;59.9498
ITAIPU;2022-07-05;2479.7036160000002;79.8101;2479.7036160000002;79.8101
MADEIRA;2022-07-05;2420.31;62.4694;2395.112;61.819
MANAUS-AMAPA;2022-07-05;1445.401;140.5697;983.3760000000001;95.6363
NORDESTE;2022-07-05;2886.3420000000006;75.9864;2858.4570000000003;75.2523
NORTE;2022-07-05;2148.076;82.8473;2148.076;82.8473
PARANA;2022-07-05;9038.949847999998;72.0603;9024.923847999997;71.9485
PARANAPANEMA;2022-07-05;1187.496536;52.2636;1156.845536;50.9146
SUDESTE;2022-07-05;2398.5660000000003;82.0682;2335.0089999999996;79.8936
SUL;2022-07-05;6553.125999999999;109.713;6012.612;100.6637
TELES PIRES;2022-07-05;845.011;83.7899;845.011;83.7899
BELO MONTE;2022-07-06;1731.196;106.5304;1697.2800000000002;104.4434
IGUACU;2022-07-06;2804.2999999999997;57.0073;2804.3;57.0073
ITAIPU;2022-07-06;2408.794648;77.5279;2408.794648;77.5279
MADEIRA;2022-07-06;2329.638;60.1291;2300.9640000000004;59.389
MANAUS-AMAPA;2022-07-06;1412.3360000000002;137.354;970.1619999999999;94.3512
NORDESTE;2022-07-06;2876.101;75.7168;2852.5060000000003;75.0957
NORTE;2022-07-06;2126.901;82.0306;2126.901;82.0306
PARANA;2022-07-06;8940.011203999999;71.2715;8927.213203999996;71.1695
PARANAPANEMA;2022-07-06;1179.3821480000001;51.9064;1165.585148;51.2992
SUDESTE;2022-07-06;2395.5500000000006;81.965;2341.76;80.1246
SUL;2022-07-06;6201.808999999999;103.8312;5736.599000000001;96.0427
TELES PIRES;2022-07-06;860.2950000000001;85.3055;860.2950000000001;85.3055
BELO MONTE;2022-07-07;1692.392;104.1426;1658.476;102.0555
IGUACU;2022-07-07;2679.5229999999997;54.4707;2679.5229999999997;54.4707
ITAIPU;2022-07-07;2389.3412919999996;76.9017;2389.3412919999996;76.9017
MADEIRA;2022-07-07;2255.578;58.2176;2226.036;57.4551
MANAUS-AMAPA;2022-07-07;1381.064;134.3127;902.2470000000002;87.7463
NORDESTE;2022-07-07;2862.813;75.367;2841.3630000000003;74.8023
NORTE;2022-07-07;2094.467;80.7797;2094.467;80.7797
PARANA;2022-07-07;8870.057952000001;70.7138;8855.525952;70.598
PARANAPANEMA;2022-07-07;1163.320756;51.1995;1149.292756;50.5821
SUDESTE;2022-07-07;2383.4770000000003;81.5519;2328.3320000000003;79.6651
SUL;2022-07-07;5961.815000000001;99.8132;5553.648999999999;92.9797
TELES PIRES;2022-07-07;908.9660000000001;90.1316;908.9660000000001;90.1316
BELO MONTE;2022-07-08;1645.7;101.2694;1611.784;99.1823
IGUACU;2022-07-08;2584.552;52.5401;2584.552;52.5401
ITAIPU;2022-07-08;2375.409452;76.4533;2375.409452;76.4533
MADEIRA;2022-07-08;2195.075;56.656;2166.402;55.9159
MANAUS-AMAPA;2022-07-08;1366.11;132.8584;889.0200000000001;86.4599
NORDESTE;2022-07-08;2841.232;74.7989;2828.362;74.46
NORTE;2022-07-08;2077.8379999999997;80.1383;2077.8379999999997;80.1383
PARANA;2022-07-08;8774.2135;69.9497;8762.188499999998;69.8539
PARANAPANEMA;2022-07-08;1114.771048;49.0628;1101.627048;48.4843
SUDESTE;2022-07-08;2396.8889999999997;82.0108;2341.7419999999997;80.1239
SUL;2022-07-08;5653.049999999999;94.6439;5273.3240000000005;88.2865
TELES PIRES;2022-07-08;950.716;94.2715;950.716;94.2715
BELO MONTE;2022-07-09;1593.667;98.0675;1559.751;95.9804
IGUACU;2022-07-09;2493.0190000000002;50.6794;2493.0190000000002;50.6794
ITAIPU;2022-07-09;2340.129116;75.3178;2340.129116;75.3178
MADEIRA;2022-07-09;2134.9910000000004;55.1052;2104.579;54.3202
MANAUS-AMAPA;2022-07-09;1359.492;132.2148;880.4269999999999;85.6242
NORDESTE;2022-07-09;2821.071;74.2681;2800.3360000000002;73.7222
NORTE;2022-07-09;2054.312;79.231;2054.312;79.231
PARANA;2022-07-09;8740.733256000001;69.6828;8721.624256000003;69.5305
PARANAPANEMA;2022-07-09;1073.064628;47.2272;1026.917628;45.1962
SUDESTE;2022-07-09;2370.178;81.0969;2315.026;79.2098
SUL;2022-07-09;5365.8330000000005;89.8353;4999.830000000001;83.7076
TELES PIRES;2022-07-09;930.278;92.2449;930.278;92.2449
BELO MONTE;2022-07-10;1559.049;95.9372;1525.134;93.8502
IGUACU;2022-07-10;2419.92;49.1934;2374.592;48.2719
ITAIPU;2022-07-10;2298.9994559999996;73.9941;2298.9994559999996;73.9941
MADEIRA;2022-07-10;2078.331;53.6428;2003.569;51.7131
MANAUS-AMAPA;2022-07-10;1372.045;133.4356;887.324;86.295
NORDESTE;2022-07-10;2804.3029999999994;73.8267;2785.7129999999997;73.3373
NORTE;2022-07-10;2040.297;78.6904;2040.297;78.6904
PARANA;2022-07-10;8677.016284000003;69.1749;8604.177284;68.5942
PARANAPANEMA;2022-07-10;1060.43826;46.6715;1032.18226;45.4279
SUDESTE;2022-07-10;2353.067;80.5114;2285.494;78.1994
SUL;2022-07-10;5089.875000000001;85.2151;4766.246000000001;79.7969
TELES PIRES;2022-07-10;889.4819999999999;88.1996;867.7179999999998;86.0415
BELO MONTE;2022-07-11;1506.575;92.7082;1477.697;90.9312
IGUACU;2022-07-11;2384.3669999999997;48.4706;2383.3179999999998;48.4493
ITAIPU;2022-07-11;2268.472336;73.0115;2268.472336;73.0115
MADEIRA;2022-07-11;2029.944;52.3939;2001.27;51.6538
MANAUS-AMAPA;2022-07-11;1373.355;133.563;895.034;87.0448
NORDESTE;2022-07-11;2797.0530000000003;73.6358;2777.0330000000004;73.1087
NORTE;2022-07-11;2026.134;78.1442;2026.134;78.1442
PARANA;2022-07-11;8590.440544;68.4847;8575.744544;68.3675
PARANAPANEMA;2022-07-11;1064.6551200000001;46.8571;1028.33612;45.2587
SUDESTE;2022-07-11;2345.5219999999995;80.2533;2290.2999999999993;78.3638
SUL;2022-07-11;4524.406000000001;75.748;4165.914;69.7461
TELES PIRES;2022-07-11;850.8829999999999;84.3722;850.8829999999999;84.3722
BELO MONTE;2022-07-12;1460.234;89.8566;1433.874;88.2345
IGUACU;2022-07-12;2377.734;48.3358;2369.339;48.1651
ITAIPU;2022-07-12;2232.32126;71.848;2232.32126;71.848
MADEIRA;2022-07-12;1973.21;50.9295;1946.274;50.2343
MANAUS-AMAPA;2022-07-12;1356.94;131.9666;886.224;86.188
NORDESTE;2022-07-12;2790.379;73.4601;2769.644;72.9142
NORTE;2022-07-12;2018.656;77.8558;2018.656;77.8558
PARANA;2022-07-12;8494.340344;67.7185;8479.946344;67.6038
PARANAPANEMA;2022-07-12;1062.872396;46.7787;1050.881396;46.2509
SUDESTE;2022-07-12;2327.598;79.64;2271.353;77.7156
SUL;2022-07-12;4753.454;79.5828;4359.286999999999;72.9836
TELES PIRES;2022-07-12;832.953;82.5943;832.953;82.5943
BELO MONTE;2022-07-13;1417.844;87.2481;1391.4830000000002;85.6259
IGUACU;2022-07-13;2404.575;48.8814;2399.328;48.7748
ITAIPU;2022-07-13;2225.8880280000003;71.6409;2225.8880280000003;71.6409
MADEIRA;2022-07-13;1918.369;49.5141;1890.564;48.7964
MANAUS-AMAPA;2022-07-13;1315.8700000000001;127.9724;876.3429999999998;85.227
NORDESTE;2022-07-13;2781.839;73.2353;2758.959;72.6329
NORTE;2022-07-13;1995.0040000000001;76.9436;1995.0040000000001;76.9436
PARANA;2022-07-13;8409.423087999998;67.0416;8392.729087999998;66.9085
PARANAPANEMA;2022-07-13;1041.255884;45.8273;1019.3658839999998;44.8639
SUDESTE;2022-07-13;2318.146;79.3166;2263.05;77.4315
SUL;2022-07-13;5374.599;89.982;4951.0019999999995;82.8901
TELES PIRES;2022-07-13;815.741;80.8876;815.741;80.8876
BELO MONTE;2022-07-14;1372.47;84.456;1346.1100000000001;82.8339
IGUACU;2022-07-14;2404.669;48.8834;2404.669;48.8834
ITAIPU;2022-07-14;2228.1007320000003;71.7122;2228.1007320000003;71.7122
MADEIRA;2022-07-14;1868.329;48.2225;1840.5240000000001;47.5048
MANAUS-AMAPA;2022-07-14;1281.784;124.6574;868.322;84.447
NORDESTE;2022-07-14;2738.967;72.1066;2717.517;71.5419
NORTE;2022-07-14;1968.809;75.9333;1968.809;75.9333
PARANA;2022-07-14;8356.78758;66.6219;8344.229580000001;66.5218
PARANAPANEMA;2022-07-14;1026.725688;45.1878;1009.369688;44.4239
SUDESTE;2022-07-14;2326.203;79.5923;2271.1270000000004;77.7078
SUL;2022-07-14;5897.688;98.7396;5371.497000000001;89.9301
TELES PIRES;2022-07-14;799.1800000000001;79.2454;793.777;78.7097
BELO MONTE;2022-07-15;1331.071;81.9084;1304.711;80.2864
IGUACU;2022-07-15;2368.219;48.1424;2368.219;48.1424
ITAIPU;2022-07-15;2232.1983319999995;71.844;2232.1983319999995;71.844
MADEIRA;2022-07-15;1818.931;46.9475;1791.126;46.2299
MANAUS-AMAPA;2022-07-15;1272.8549999999998;123.789;883.092;85.8834
NORDESTE;2022-07-15;2676.029;70.4497;2653.864;69.8662
NORTE;2022-07-15;1957.856;75.5108;1957.856;75.5108
PARANA;2022-07-15;8276.116812000004;65.9788;8266.411812000002;65.9014
PARANAPANEMA;2022-07-15;1011.316856;44.5096;997.480856;43.9007
SUDESTE;2022-07-15;2324.9689999999996;79.5501;2270.090999999999;77.6724
SUL;2022-07-15;6379.226000000001;106.8016;5531.009;92.6007
TELES PIRES;2022-07-15;797.429;79.0718;797.429;79.0718
BELO MONTE;2022-07-16;1283.277;78.9674;1256.917;77.3453
IGUACU;2022-07-16;2334.309;47.453;2334.3090000000007;47.453
ITAIPU;2022-07-16;2201.650724;70.8609;2201.650724;70.8609
MADEIRA;2022-07-16;1786.6770000000001;46.115;1759.7420000000002;45.4198
MANAUS-AMAPA;2022-07-16;1311.743;127.571;885.193;86.0877
NORDESTE;2022-07-16;2615.288;68.8506;2593.838;68.2859
NORTE;2022-07-16;1935.464;74.6472;1935.464;74.6472
PARANA;2022-07-16;8198.281828;65.3583;8185.482828;65.2563
PARANAPANEMA;2022-07-16;1004.4564479999999;44.2077;990.6204480000001;43.5987
SUDESTE;2022-07-16;2292.2610000000004;78.4309;2237.9290000000005;76.5719
SUL;2022-07-16;6704.438999999999;112.2463;5597.661;93.7165
TELES PIRES;2022-07-16;801.028;79.4287;801.0280000000001;79.4287
BELO MONTE;2022-07-17;1235.281;76.0139;1211.271;74.5365
IGUACU;2022-07-17;2316.074;47.0823;2295.929;46.6728
ITAIPU;2022-07-17;2260.461528;72.7537;2260.461528;72.7537
MADEIRA;2022-07-17;1801.595;46.5001;1772.053;45.7376
MANAUS-AMAPA;2022-07-17;1350.684;131.3582;874.8779999999999;85.0846
NORDESTE;2022-07-17;2548.5049999999997;67.0925;2529.915;66.6031
NORTE;2022-07-17;1908.985;73.626;1908.985;73.626
PARANA;2022-07-17;8113.097100000003;64.6792;8094.602100000004;64.5317
PARANAPANEMA;2022-07-17;1015.578372;44.6972;1000.068372;44.0146
SUDESTE;2022-07-17;2268.8999999999996;77.6316;2214.075;75.7558
SUL;2022-07-17;6842.217999999998;114.553;5716.554999999999;95.7071
TELES PIRES;2022-07-17;802.3380000000001;79.5586;802.3380000000001;79.5586
BELO MONTE;2022-07-18;1193.063;73.416;1172.243;72.1348
IGUACU;2022-07-18;2365.1099999999997;48.0792;2365.1099999999997;48.0792
ITAIPU;2022-07-18;2277.8763280000003;73.3142;2277.8763280000003;73.3142
MADEIRA;2022-07-18;1870.275;48.2727;1842.47;47.5551
MANAUS-AMAPA;2022-07-18;1350.733;131.3629;890.787;86.6318
NORDESTE;2022-07-18;2484.4850000000006;65.4071;2480.1950000000006;65.2941
NORTE;2022-07-18;1891.496;72.9515;1891.496;72.9515
PARANA;2022-07-18;8049.068363999998;64.1687;8037.083363999997;64.0732
PARANAPANEMA;2022-07-18;1024.3783079999998;45.0845;1009.898308;44.4472
SUDESTE;2022-07-18;2241.4690000000005;76.6931;2186.343;74.8069
SUL;2022-07-18;6569.366;109.9849;5753.433000000001;96.3245
TELES PIRES;2022-07-18;797.893;79.1178;797.893;79.1178
BELO MONTE;2022-07-19;1132.95;69.7169;1117.839;68.787
IGUACU;2022-07-19;2419.716;49.1892;2419.716;49.1892
ITAIPU;2022-07-19;2302.677052;74.1124;2302.677052;74.1124
MADEIRA;2022-07-19;1962.549;50.6544;1933.876;49.9143
MANAUS-AMAPA;2022-07-19;1318.905;128.2675;868.809;84.4943
NORDESTE;2022-07-19;2436.713;64.1494;2413.118;63.5282
NORTE;2022-07-19;1870.865;72.1558;1870.865;72.1558
PARANA;2022-07-19;8001.467235999999;63.7893;7983.113235999999;63.6429
PARANAPANEMA;2022-07-19;1022.5327120000001;45.0032;1008.696712;44.3943
SUDESTE;2022-07-19;2222.2510000000007;76.0355;2161.973;73.9731
SUL;2022-07-19;6063.788000000001;101.5205;5474.053000000001;91.6471
TELES PIRES;2022-07-19;797.2819999999999;79.0572;797.2819999999999;79.0572
BELO MONTE;2022-07-20;1077.225;66.2878;1062.114;65.358
IGUACU;2022-07-20;2448.93;49.7831;2448.93;49.7831
ITAIPU;2022-07-20;2283.049548;73.4807;2283.049548;73.4807
MADEIRA;2022-07-20;2040.3690000000001;52.6629;2014.3020000000001;51.9901
MANAUS-AMAPA;2022-07-20;1276.031;124.0979;861.742;83.807
NORDESTE;2022-07-20;2411.585;63.4879;2388.705;62.8855
NORTE;2022-07-20;1845.798;71.189;1845.798;71.189
PARANA;2022-07-20;7929.045168000001;63.2119;7912.238168;63.0779
PARANAPANEMA;2022-07-20;1017.6092840000001;44.7866;1003.7732840000001;44.1776
SUDESTE;2022-07-20;2238.238;76.5825;2163.9449999999997;74.0405
SUL;2022-07-20;5609.775000000001;93.9194;5024.474000000001;84.1202
TELES PIRES;2022-07-20;797.376;79.0665;797.376;79.0665
BELO MONTE;2022-07-21;1038.398;63.8986;1023.287;62.9687
IGUACU;2022-07-21;2395.15;48.6898;2394.319;48.673
ITAIPU;2022-07-21;2255.5034319999995;72.5941;2255.5034319999995;72.5941
MADEIRA;2022-07-21;2095.86;54.0952;2071.53;53.4672
MANAUS-AMAPA;2022-07-21;1237.724;120.3724;851.2909999999999;82.7907
NORDESTE;2022-07-21;2403.0460000000003;63.2631;2381.5960000000005;62.6984
NORTE;2022-07-21;1825.487;70.4056;1825.487;70.4056
PARANA;2022-07-21;7847.432708000006;62.5613;7817.091708000004;62.3194
PARANAPANEMA;2022-07-21;1017.4008600000001;44.7774;1003.56486;44.1684
SUDESTE;2022-07-21;2231.0399999999995;76.3362;2161.446;73.955
SUL;2022-07-21;5092.026000000001;85.2512;4738.953;79.34
TELES PIRES;2022-07-21;793.527;78.6849;793.527;78.6849
BELO MONTE;2022-07-22;1004.609;61.8194;989.498;60.8895
IGUACU;2022-07-22;2303.2019999999998;46.8207;2303.202;46.8207
ITAIPU;2022-07-22;2239.5945;72.0821;2239.5945;72.0821
MADEIRA;2022-07-22;2100.536;54.2159;2074.469;53.5431
MANAUS-AMAPA;2022-07-22;1224.5389999999998;119.0902;865.486;84.1712
NORDESTE;2022-07-22;2401.8060000000005;63.2304;2378.754;62.6236
NORTE;2022-07-22;1800.083;69.4258;1800.083;69.4258
PARANA;2022-07-22;7794.813823999998;62.1418;7764.188823999998;61.8976
PARANAPANEMA;2022-07-22;1039.152676;45.7347;1014.803676;44.6631
SUDESTE;2022-07-22;2228.804;76.2597;2168.5180000000005;74.197
SUL;2022-07-22;4674.099000000001;78.2542;4328.517000000001;72.4684
TELES PIRES;2022-07-22;784.828;77.8223;784.828;77.8223
BELO MONTE;2022-07-23;968.4920000000001;59.5969;953.3810000000001;58.667
IGUACU;2022-07-23;2218.29;45.0945;2218.29;45.0945
ITAIPU;2022-07-23;2248.035556;72.3538;2248.035556;72.3538
MADEIRA;2022-07-23;2048.575;52.8747;2019.901;52.1347
MANAUS-AMAPA;2022-07-23;1198.448;116.5527;781.674;76.0202
NORDESTE;2022-07-23;2398.491;63.1432;2379.901;62.6538
NORTE;2022-07-23;1776.9019999999998;68.5318;1776.9019999999998;68.5318
PARANA;2022-07-23;7726.857555999998;61.6;7709.956555999999;61.4653
PARANAPANEMA;2022-07-23;1037.367888;45.6562;1023.531888;45.0472
SUDESTE;2022-07-23;2149.281;73.5388;2094.499;71.6644
SUL;2022-07-23;4244.861000000001;71.0678;3922.743000000001;65.6749
TELES PIRES;2022-07-23;775.984;76.9453;775.984;76.9453
BELO MONTE;2022-07-24;937.4110000000001;57.6843;922.3000000000001;56.7544
IGUACU;2022-07-24;2136.229;43.4264;2136.229;43.4264
ITAIPU;2022-07-24;2232.0344280000004;71.8388;2232.0344280000004;71.8388
MADEIRA;2022-07-24;1981.8120000000001;51.1516;1955.7450000000001;50.4788
MANAUS-AMAPA;2022-07-24;1156.766;112.499;711.934;69.2378
NORDESTE;2022-07-24;2390.216;62.9253;2367.3360000000002;62.323
NORTE;2022-07-24;1753.973;67.6474;1753.973;67.6474
PARANA;2022-07-24;7682.2638119999965;61.2445;7662.847811999995;61.0897
PARANAPANEMA;2022-07-24;1014.38176;44.6445;1000.54576;44.0356
SUDESTE;2022-07-24;2176.2399999999993;74.4612;2094.0719999999997;71.6498
SUL;2022-07-24;3909.89;65.4597;3628.409;60.7472
TELES PIRES;2022-07-24;778.073;77.1525;778.073;77.1525
BELO MONTE;2022-07-25;905.738;55.7353;890.6270000000001;54.8054
IGUACU;2022-07-25;2083.36;42.3516;2083.36;42.3516
ITAIPU;2022-07-25;2225.5192439999996;71.6291;2225.5192439999996;71.6291
MADEIRA;2022-07-25;1941.305;50.1061;1911.762;49.3435
MANAUS-AMAPA;2022-07-25;1113.8020000000001;108.3207;740.59;72.0246
